book_theater_id,theater_type,theater_area,latitude,longitude
book_00093,Drama,Area_001,22.619232818721358,78.11301670016887
book_00078,Drama,Area_001,22.619232818721358,78.11301670016887
book_00291,Drama,Area_001,22.619232818721358,78.11301670016887
book_00258,Drama,Area_001,22.619232818721358,78.11301670016887
book_00212,Drama,Area_002,23.004410378721357,79.93451538016886
,Drama,Area_002,23.004410378721357,79.93451538016886
,Drama,Area_002,23.004410378721357,79.93451538016886
book_00038,Drama,Area_002,23.004410378721357,79.93451538016886
,Drama,Area_002,23.004410378721357,79.93451538016886
book_00302,Drama,Area_002,23.004410378721357,79.93451538016886
book_00209,Drama,Area_002,23.004410378721357,79.93451538016886
,Drama,Area_002,23.004410378721357,79.93451538016886
,Drama,Area_002,23.004410378721357,79.93451538016886
,Drama,Area_002,23.004410378721357,79.93451538016886
,Drama,Area_002,23.004410378721357,79.93451538016886
book_00058,Drama,Area_002,23.004410378721357,79.93451538016886
book_00021,Drama,Area_002,23.004410378721357,79.93451538016886
book_00226,Drama,Area_003,22.176869418721356,76.19100106016887
book_00063,Drama,Area_003,22.176869418721356,76.19100106016887
,Drama,Area_003,22.176869418721356,76.19100106016887
,Drama,Area_003,22.176869418721356,76.19100106016887
,Drama,Area_003,22.176869418721356,76.19100106016887
book_00271,Drama,Area_003,22.176869418721356,76.19100106016887
,Drama,Area_003,22.176869418721356,76.19100106016887
,Drama,Area_003,22.176869418721356,76.19100106016887
book_00262,Drama,Area_003,22.176869418721356,76.19100106016887
book_00234,Drama,Area_004,22.999811978721358,79.89517462016887
,Drama,Area_004,22.999811978721358,79.89517462016887
,Drama,Area_004,22.999811978721358,79.89517462016887
,Drama,Area_004,22.999811978721358,79.89517462016887
book_00208,Drama,Area_005,22.623327818721357,78.23788578016887
book_00069,Drama,Area_005,22.623327818721357,78.23788578016887
book_00267,Drama,Area_006,23.005894058721356,79.91549594016887
book_00180,Drama,Area_006,23.005894058721356,79.91549594016887
,Drama,Area_006,23.005894058721356,79.91549594016887
,Drama,Area_006,23.005894058721356,79.91549594016887
,Drama,Area_006,23.005894058721356,79.91549594016887
book_00127,Drama,Area_006,23.005894058721356,79.91549594016887
,Drama,Area_006,23.005894058721356,79.91549594016887
book_00202,Drama,Area_006,23.005894058721356,79.91549594016887
book_00020,Drama,Area_006,23.005894058721356,79.91549594016887
,Drama,Area_007,23.02100941872136,79.88845086016887
book_00037,Drama,Area_007,23.02100941872136,79.88845086016887
book_00254,Drama,Area_008,22.495680938721357,77.01588274016886
book_00134,Drama,Area_008,22.495680938721357,77.01588274016886
book_00042,Drama,Area_009,23.01002881872136,79.94220582016888
book_00290,Drama,Area_009,23.01002881872136,79.94220582016888
,Drama,Area_009,23.01002881872136,79.94220582016888
,Drama,Area_009,23.01002881872136,79.94220582016888
book_00173,Drama,Area_010,23.018719178721355,79.91529546016888
book_00158,Drama,Area_010,23.018719178721355,79.91529546016888
,Drama,Area_010,23.018719178721355,79.91529546016888
book_00154,Drama,Area_010,23.018719178721355,79.91529546016888
book_00070,Drama,Area_010,23.018719178721355,79.91529546016888
book_00232,Drama,Area_010,23.018719178721355,79.91529546016888
,Drama,Area_011,22.997768298721358,79.91314418016887
,Drama,Area_011,22.997768298721358,79.91314418016887
book_00084,Drama,Area_011,22.997768298721358,79.91314418016887
,Drama,Area_011,22.997768298721358,79.91314418016887
,Drama,Area_012,22.64496417872136,78.24061970016888
,Drama,Area_012,22.64496417872136,78.24061970016888
book_00227,Drama,Area_013,23.026788818721357,79.79701294016887
,Drama,Area_013,23.026788818721357,79.79701294016887
book_00100,Drama,Area_013,23.026788818721357,79.79701294016887
book_00054,Drama,Area_014,22.177726178721358,76.19982702016887
book_00268,Drama,Area_014,22.177726178721358,76.19982702016887
book_00006,Drama,Area_015,22.625541338721355,79.12425158016887
book_00019,Drama,Area_015,22.625541338721355,79.12425158016887
book_00184,Drama,Area_016,25.963367178721352,80.57025794016887
,Drama,Area_016,25.963367178721352,80.57025794016887
book_00159,Drama,Area_017,23.01115049872136,79.92858570016887
,Drama,Area_017,23.01115049872136,79.92858570016887
book_00204,Drama,Area_018,23.009443338721358,79.94262026016887
,Drama,Area_018,23.009443338721358,79.94262026016887
,Drama,Area_018,23.009443338721358,79.94262026016887
,Drama,Area_018,23.009443338721358,79.94262026016887
,Drama,Area_018,23.009443338721358,79.94262026016887
,Drama,Area_018,23.009443338721358,79.94262026016887
,Drama,Area_018,23.009443338721358,79.94262026016887
,Drama,Area_018,23.009443338721358,79.94262026016887
,Drama,Area_018,23.009443338721358,79.94262026016887
book_00196,Drama,Area_018,23.009443338721358,79.94262026016887
book_00124,Drama,Area_019,22.643963258721357,77.97034670016886
book_00266,Drama,Area_019,22.643963258721357,77.97034670016886
book_00237,Drama,Area_020,23.018784218721358,79.93531374016888
,Drama,Area_020,23.018784218721358,79.93531374016888
book_00133,Drama,Area_020,23.018784218721358,79.93531374016888
book_00236,Drama,Area_020,23.018784218721358,79.93531374016888
,Drama,Area_021,22.613687698721357,78.23779606016886
,Drama,Area_021,22.613687698721357,78.23779606016886
book_00168,Drama,Area_021,22.613687698721357,78.23779606016886
book_00142,Drama,Area_021,22.613687698721357,78.23779606016886
book_00185,Drama,Area_021,22.613687698721357,78.23779606016886
,Drama,Area_021,22.613687698721357,78.23779606016886
book_00027,Drama,Area_021,22.613687698721357,78.23779606016886
,Drama,Area_022,22.98206353872136,79.91295134016886
,Drama,Area_022,22.98206353872136,79.91295134016886
,Drama,Area_023,22.636221738721357,78.17050142016886
,Drama,Area_023,22.636221738721357,78.17050142016886
book_00015,Drama,Area_023,22.636221738721357,78.17050142016886
book_00068,Drama,Area_024,22.993008738721358,79.90787258016887
book_00165,Drama,Area_024,22.993008738721358,79.90787258016887
book_00264,Other,Area_001,22.619232818721358,78.11301670016887
,Other,Area_001,22.619232818721358,78.11301670016887
,Other,Area_001,22.619232818721358,78.11301670016887
,Other,Area_001,22.619232818721358,78.11301670016887
,Other,Area_002,23.004410378721357,79.93451538016886
,Other,Area_002,23.004410378721357,79.93451538016886
,Other,Area_002,23.004410378721357,79.93451538016886
,Other,Area_002,23.004410378721357,79.93451538016886
,Other,Area_002,23.004410378721357,79.93451538016886
book_00285,Other,Area_002,23.004410378721357,79.93451538016886
,Other,Area_002,23.004410378721357,79.93451538016886
,Other,Area_002,23.004410378721357,79.93451538016886
book_00051,Other,Area_003,22.176869418721356,76.19100106016887
,Other,Area_003,22.176869418721356,76.19100106016887
,Other,Area_003,22.176869418721356,76.19100106016887
book_00139,Other,Area_003,22.176869418721356,76.19100106016887
,Other,Area_003,22.176869418721356,76.19100106016887
book_00299,Other,Area_004,22.999811978721358,79.89517462016887
,Other,Area_004,22.999811978721358,79.89517462016887
,Other,Area_004,22.999811978721358,79.89517462016887
,Other,Area_004,22.999811978721358,79.89517462016887
book_00101,Other,Area_025,26.249437338721357,80.97980330016887
book_00110,Other,Area_025,26.249437338721357,80.97980330016887
book_00003,Other,Area_025,26.249437338721357,80.97980330016887
,Other,Area_026,23.051448898721357,79.95566722016886
,Other,Area_026,23.051448898721357,79.95566722016886
book_00129,Other,Area_005,22.623327818721357,78.23788578016887
book_00183,Other,Area_005,22.623327818721357,78.23788578016887
book_00055,Other,Area_005,22.623327818721357,78.23788578016887
,Other,Area_005,22.623327818721357,78.23788578016887
book_00313,Other,Area_005,22.623327818721357,78.23788578016887
book_00156,Other,Area_005,22.623327818721357,78.23788578016887
,Other,Area_005,22.623327818721357,78.23788578016887
book_00269,Other,Area_006,23.005894058721356,79.91549594016887
,Other,Area_006,23.005894058721356,79.91549594016887
book_00148,Other,Area_006,23.005894058721356,79.91549594016887
,Other,Area_006,23.005894058721356,79.91549594016887
,Other,Area_006,23.005894058721356,79.91549594016887
book_00169,Other,Area_006,23.005894058721356,79.91549594016887
,Other,Area_006,23.005894058721356,79.91549594016887
book_00087,Other,Area_006,23.005894058721356,79.91549594016887
book_00283,Other,Area_006,23.005894058721356,79.91549594016887
,Other,Area_007,23.02100941872136,79.88845086016887
,Other,Area_007,23.02100941872136,79.88845086016887
book_00306,Other,Area_008,22.495680938721357,77.01588274016886
book_00067,Other,Area_008,22.495680938721357,77.01588274016886
book_00215,Other,Area_010,23.018719178721355,79.91529546016888
book_00143,Other,Area_010,23.018719178721355,79.91529546016888
book_00117,Other,Area_010,23.018719178721355,79.91529546016888
,Other,Area_010,23.018719178721355,79.91529546016888
,Other,Area_010,23.018719178721355,79.91529546016888
book_00275,Other,Area_010,23.018719178721355,79.91529546016888
,Other,Area_010,23.018719178721355,79.91529546016888
,Other,Area_010,23.018719178721355,79.91529546016888
,Other,Area_010,23.018719178721355,79.91529546016888
book_00198,Other,Area_011,22.997768298721358,79.91314418016887
,Other,Area_011,22.997768298721358,79.91314418016887
,Other,Area_011,22.997768298721358,79.91314418016887
book_00245,Other,Area_011,22.997768298721358,79.91314418016887
,Other,Area_011,22.997768298721358,79.91314418016887
,Other,Area_011,22.997768298721358,79.91314418016887
,Other,Area_011,22.997768298721358,79.91314418016887
book_00002,Other,Area_027,22.611675578721357,78.22829918016888
book_00044,Other,Area_027,22.611675578721357,78.22829918016888
,Other,Area_027,22.611675578721357,78.22829918016888
,Other,Area_013,23.026788818721357,79.79701294016887
,Other,Area_013,23.026788818721357,79.79701294016887
,Other,Area_013,23.026788818721357,79.79701294016887
book_00114,Other,Area_015,22.625541338721355,79.12425158016887
book_00138,Other,Area_015,22.625541338721355,79.12425158016887
book_00113,Other,Area_015,22.625541338721355,79.12425158016887
,Other,Area_028,22.068897738721358,76.23722510016887
book_00056,Other,Area_028,22.068897738721358,76.23722510016887
,Other,Area_028,22.068897738721358,76.23722510016887
book_00251,Other,Area_029,24.048813578721354,80.38203686016887
book_00130,Other,Area_029,24.048813578721354,80.38203686016887
book_00099,Other,Area_029,24.048813578721354,80.38203686016887
book_00082,Other,Area_030,22.959835538721357,79.80932314016887
book_00081,Other,Area_030,22.959835538721357,79.80932314016887
,Other,Area_030,22.959835538721357,79.80932314016887
,Other,Area_030,22.959835538721357,79.80932314016887
,Other,Area_017,23.01115049872136,79.92858570016887
,Other,Area_017,23.01115049872136,79.92858570016887
book_00076,Other,Area_031,23.028296778721355,79.86037970016886
,Other,Area_031,23.028296778721355,79.86037970016886
book_00286,Other,Area_020,23.018784218721358,79.93531374016888
book_00171,Other,Area_020,23.018784218721358,79.93531374016888
,Other,Area_032,23.03543249872136,79.89453878016886
,Other,Area_032,23.03543249872136,79.89453878016886
book_00106,Other,Area_033,22.29353581872136,76.38324334016887
book_00278,Other,Area_033,22.29353581872136,76.38324334016887
,Other,Area_034,23.031630258721357,79.92051766016887
,Other,Area_034,23.031630258721357,79.92051766016887
,Other,Area_035,22.98487357872136,79.92595014016887
book_00206,Other,Area_035,22.98487357872136,79.92595014016887
book_00140,Other,Area_035,22.98487357872136,79.92595014016887
,Other,Area_036,22.621694818721355,78.24511190016887
,Other,Area_036,22.621694818721355,78.24511190016887
,Other,Area_037,23.036359898721354,79.92631486016887
,Other,Area_037,23.036359898721354,79.92631486016887
,Other,Area_038,23.00624913872135,79.90118278016887
,Other,Area_038,23.00624913872135,79.90118278016887
book_00197,Other,Area_039,25.977523258721355,80.57020826016887
,Other,Area_039,25.977523258721355,80.57020826016887
,Other,Area_040,22.177266098721358,76.19293978016887
,Other,Area_040,22.177266098721358,76.19293978016887
,Other,Area_041,22.17351405872136,76.17418126016887
book_00211,Other,Area_041,22.17351405872136,76.17418126016887
book_00231,Action,Area_001,22.619232818721358,78.11301670016887
book_00047,Action,Area_001,22.619232818721358,78.11301670016887
,Action,Area_003,22.176869418721356,76.19100106016887
book_00225,Action,Area_003,22.176869418721356,76.19100106016887
book_00164,Action,Area_003,22.176869418721356,76.19100106016887
book_00095,Action,Area_042,25.95574613872136,80.62379138016887
book_00277,Action,Area_042,25.95574613872136,80.62379138016887
book_00238,Action,Area_005,22.623327818721357,78.23788578016887
,Action,Area_005,22.623327818721357,78.23788578016887
,Action,Area_006,23.005894058721356,79.91549594016887
,Action,Area_006,23.005894058721356,79.91549594016887
book_00032,Action,Area_009,23.01002881872136,79.94220582016888
book_00035,Action,Area_009,23.01002881872136,79.94220582016888
,Action,Area_029,24.048813578721354,80.38203686016887
book_00123,Action,Area_029,24.048813578721354,80.38203686016887
,Action,Area_029,24.048813578721354,80.38203686016887
book_00120,Action,Area_016,25.963367178721352,80.57025794016887
book_00233,Action,Area_016,25.963367178721352,80.57025794016887
book_00092,Action,Area_016,25.963367178721352,80.57025794016887
book_00016,Action,Area_043,26.349435898721357,81.74323502016887
,Action,Area_043,26.349435898721357,81.74323502016887
book_00048,Action,Area_021,22.613687698721357,78.23779606016886
,Action,Area_021,22.613687698721357,78.23779606016886
book_00217,Comedy,Area_001,22.619232818721358,78.11301670016887
,Comedy,Area_001,22.619232818721358,78.11301670016887
,Comedy,Area_002,23.004410378721357,79.93451538016886
,Comedy,Area_002,23.004410378721357,79.93451538016886
,Comedy,Area_002,23.004410378721357,79.93451538016886
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
book_00010,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
book_00191,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
book_00121,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_003,22.176869418721356,76.19100106016887
,Comedy,Area_004,22.999811978721358,79.89517462016887
,Comedy,Area_004,22.999811978721358,79.89517462016887
,Comedy,Area_004,22.999811978721358,79.89517462016887
,Comedy,Area_004,22.999811978721358,79.89517462016887
book_00255,Comedy,Area_004,22.999811978721358,79.89517462016887
,Comedy,Area_004,22.999811978721358,79.89517462016887
,Comedy,Area_004,22.999811978721358,79.89517462016887
,Comedy,Area_004,22.999811978721358,79.89517462016887
,Comedy,Area_004,22.999811978721358,79.89517462016887
,Comedy,Area_004,22.999811978721358,79.89517462016887
,Comedy,Area_044,22.62927421872136,78.14005770016887
,Comedy,Area_044,22.62927421872136,78.14005770016887
,Comedy,Area_044,22.62927421872136,78.14005770016887
,Comedy,Area_044,22.62927421872136,78.14005770016887
,Comedy,Area_026,23.051448898721357,79.95566722016886
,Comedy,Area_026,23.051448898721357,79.95566722016886
,Comedy,Area_005,22.623327818721357,78.23788578016887
,Comedy,Area_005,22.623327818721357,78.23788578016887
,Comedy,Area_005,22.623327818721357,78.23788578016887
book_00115,Comedy,Area_005,22.623327818721357,78.23788578016887
,Comedy,Area_005,22.623327818721357,78.23788578016887
,Comedy,Area_005,22.623327818721357,78.23788578016887
,Comedy,Area_004,22.998281018721357,79.89043062016887
,Comedy,Area_004,22.998281018721357,79.89043062016887
book_00170,Comedy,Area_006,23.005894058721356,79.91549594016887
,Comedy,Area_006,23.005894058721356,79.91549594016887
,Comedy,Area_006,23.005894058721356,79.91549594016887
,Comedy,Area_006,23.005894058721356,79.91549594016887
,Comedy,Area_006,23.005894058721356,79.91549594016887
,Comedy,Area_006,23.005894058721356,79.91549594016887
,Comedy,Area_006,23.005894058721356,79.91549594016887
,Comedy,Area_006,23.005894058721356,79.91549594016887
,Comedy,Area_006,23.005894058721356,79.91549594016887
,Comedy,Area_006,23.005894058721356,79.91549594016887
,Comedy,Area_006,23.005894058721356,79.91549594016887
,Comedy,Area_007,23.02100941872136,79.88845086016887
,Comedy,Area_007,23.02100941872136,79.88845086016887
,Comedy,Area_007,23.02100941872136,79.88845086016887
,Comedy,Area_007,23.02100941872136,79.88845086016887
,Comedy,Area_007,23.02100941872136,79.88845086016887
,Comedy,Area_007,23.02100941872136,79.88845086016887
,Comedy,Area_007,23.02100941872136,79.88845086016887
book_00307,Comedy,Area_007,23.02100941872136,79.88845086016887
,Comedy,Area_010,23.018719178721355,79.91529546016888
,Comedy,Area_010,23.018719178721355,79.91529546016888
,Comedy,Area_010,23.018719178721355,79.91529546016888
,Comedy,Area_011,22.997768298721358,79.91314418016887
,Comedy,Area_011,22.997768298721358,79.91314418016887
,Comedy,Area_011,22.997768298721358,79.91314418016887
,Comedy,Area_011,22.997768298721358,79.91314418016887
,Comedy,Area_045,25.970971098721357,80.55423118016887
,Comedy,Area_045,25.970971098721357,80.55423118016887
,Comedy,Area_027,22.611675578721357,78.22829918016888
,Comedy,Area_027,22.611675578721357,78.22829918016888
,Comedy,Area_027,22.611675578721357,78.22829918016888
book_00213,Comedy,Area_015,22.625541338721355,79.12425158016887
book_00013,Comedy,Area_015,22.625541338721355,79.12425158016887
,Comedy,Area_015,22.625541338721355,79.12425158016887
,Comedy,Area_015,22.625541338721355,79.12425158016887
,Comedy,Area_046,23.01032453872136,79.96083958016888
book_00053,Comedy,Area_046,23.01032453872136,79.96083958016888
,Comedy,Area_016,25.963367178721352,80.57025794016887
,Comedy,Area_016,25.963367178721352,80.57025794016887
,Comedy,Area_016,25.963367178721352,80.57025794016887
book_00176,Comedy,Area_016,25.963367178721352,80.57025794016887
,Comedy,Area_018,23.009443338721358,79.94262026016887
,Comedy,Area_018,23.009443338721358,79.94262026016887
,Comedy,Area_018,23.009443338721358,79.94262026016887
,Comedy,Area_018,23.009443338721358,79.94262026016887
,Comedy,Area_047,23.041649058721354,79.91757318016887
,Comedy,Area_047,23.041649058721354,79.91757318016887
,Comedy,Area_020,23.018784218721358,79.93531374016888
book_00253,Comedy,Area_020,23.018784218721358,79.93531374016888
,Comedy,Area_020,23.018784218721358,79.93531374016888
,Comedy,Area_048,22.171457658721355,76.18186626016887
,Comedy,Area_048,22.171457658721355,76.18186626016887
,Comedy,Area_049,22.77941681872135,79.57927270016887
,Comedy,Area_049,22.77941681872135,79.57927270016887
,Comedy,Area_050,22.596770738721357,78.24127402016887
,Comedy,Area_050,22.596770738721357,78.24127402016887
,Comedy,Area_051,22.173959578721355,76.17325022016887
,Comedy,Area_051,22.173959578721355,76.17325022016887
,Comedy,Area_051,22.173959578721355,76.17325022016887
,Comedy,Area_051,22.173959578721355,76.17325022016887
,Comedy,Area_052,22.984866178721354,79.90162006016887
,Comedy,Area_052,22.984866178721354,79.90162006016887
,Comedy,Area_053,23.026225938721357,79.94587394016887
,Comedy,Area_053,23.026225938721357,79.94587394016887
,Comedy,Area_053,23.026225938721357,79.94587394016887
book_00153,Comedy,Area_053,23.026225938721357,79.94587394016887
,Comedy,Area_053,23.026225938721357,79.94587394016887
book_00218,Comedy,Area_053,23.026225938721357,79.94587394016887
,Comedy,Area_053,23.026225938721357,79.94587394016887
,Comedy,Area_054,22.16411125872136,76.11209770016887
,Comedy,Area_054,22.16411125872136,76.11209770016887
,Comedy,Area_054,22.16411125872136,76.11209770016887
,Comedy,Area_054,22.16411125872136,76.11209770016887
,Comedy,Area_054,22.16411125872136,76.11209770016887
,Comedy,Area_054,22.16411125872136,76.11209770016887
,Comedy,Area_054,22.16411125872136,76.11209770016887
,Comedy,Area_055,23.023057538721357,79.86403854016888
,Comedy,Area_055,23.023057538721357,79.86403854016888
,Comedy,Area_056,25.93884037872136,81.31305950016886
,Comedy,Area_056,25.93884037872136,81.31305950016886
,Comedy,Area_057,23.042304818721355,79.92726790016887
,Comedy,Area_057,23.042304818721355,79.92726790016887
,Comedy,Area_021,22.613687698721357,78.23779606016886
,Comedy,Area_021,22.613687698721357,78.23779606016886
,Comedy,Area_021,22.613687698721357,78.23779606016886
book_00256,Comedy,Area_021,22.613687698721357,78.23779606016886
,Comedy,Area_021,22.613687698721357,78.23779606016886
,Comedy,Area_021,22.613687698721357,78.23779606016886
book_00219,Comedy,Area_058,22.618117978721354,78.22276726016887
,Comedy,Area_058,22.618117978721354,78.22276726016887
,Comedy,Area_059,22.165810778721355,76.20444702016887
,Comedy,Area_059,22.165810778721355,76.20444702016887
,Comedy,Area_059,22.165810778721355,76.20444702016887
,Comedy,Area_059,22.165810778721355,76.20444702016887
,Comedy,Area_060,23.020972458721356,79.83507234016886
,Comedy,Area_060,23.020972458721356,79.83507234016886
,Comedy,Area_061,22.535542858721357,77.37880078016886
,Comedy,Area_061,22.535542858721357,77.37880078016886
,Comedy,Area_062,23.031675898721357,79.92317186016888
,Comedy,Area_062,23.031675898721357,79.92317186016888
,Comedy,Area_023,22.636221738721357,78.17050142016886
book_00125,Comedy,Area_023,22.636221738721357,78.17050142016886
,Comedy,Area_063,23.018039058721357,79.90806510016887
,Comedy,Area_063,23.018039058721357,79.90806510016887
,Comedy,Area_064,23.024410218721357,79.93474250016887
,Comedy,Area_064,23.024410218721357,79.93474250016887
,Comedy,Area_064,23.024410218721357,79.93474250016887
,Comedy,Area_065,22.57048457872136,78.22711602016886
,Comedy,Area_065,22.57048457872136,78.22711602016886
,Comedy,Area_066,22.982033218721355,79.90265894016888
,Comedy,Area_066,22.982033218721355,79.90265894016888
,Comedy,Area_066,22.982033218721355,79.90265894016888
,Comedy,Area_066,22.982033218721355,79.90265894016888
book_00119,Comedy,Area_066,22.982033218721355,79.90265894016888
,Comedy,Area_067,22.293610298721354,76.38661090016886
,Comedy,Area_067,22.293610298721354,76.38661090016886
,Comedy,Area_034,23.031112498721352,79.92026106016887
,Comedy,Area_034,23.031112498721352,79.92026106016887
book_00298,Comedy,Area_003,22.175980658721357,76.19183322016887
,Comedy,Area_003,22.175980658721357,76.19183322016887
,Comedy,Area_068,23.022920818721357,79.95044710016887
,Comedy,Area_068,23.022920818721357,79.95044710016887
,Comedy,Area_069,22.661090058721356,78.17790486016887
,Comedy,Area_069,22.661090058721356,78.17790486016887
,Comedy,Area_070,23.008899298721357,79.91669798016888
,Comedy,Area_070,23.008899298721357,79.91669798016888
,Comedy,Area_071,23.689943098721358,79.45746914016887
,Comedy,Area_071,23.689943098721358,79.45746914016887
book_00096,Other,Area_001,22.619232818721358,78.11301670016887
